timestamp,sensorName,value
2023-04-02T23:22:24Z,sensor3,45297.1
2023-03-17T06:30:50Z,sensor5,70403.56
2023-02-02T00:40:00Z,sensor2,46978.28
2023-06-24T11:15:51Z,sensor3,85810.32
2023-01-06T01:28:12Z,sensor1,82591.57
2023-05-28T23:10:32Z,sensor5,65590.61
2022-10-25T07:10:19Z,sensor2,47016.57
2023-02-19T23:33:11Z,sensor3,55480.28
2022-10-19T21:58:07Z,sensor4,31801.87
2023-08-14T23:08:33Z,sensor4,39230.6
2023-02-01T14:51:04Z,sensor2,60106.89
2023-03-05T00:04:50Z,sensor2,10732.98
2022-11-12T14:11:31Z,sensor4,12558.27
2023-07-18T12:02:52Z,sensor1,2428.24
2023-01-04T03:31:08Z,sensor4,49085.94
2022-10-21T11:46:18Z,sensor5,29226.79
2022-10-26T18:30:39Z,sensor1,73575.24
2023-06-30T19:12:32Z,sensor1,66650.54
2022-11-10T08:54:48Z,sensor1,66003.84
2023-05-26T21:43:42Z,sensor2,64949.64
2023-04-03T10:41:32Z,sensor1,77076.03
2022-10-27T14:15:20Z,sensor1,21784.77
2022-11-25T15:29:06Z,sensor5,21949.22
2023-07-20T23:20:51Z,sensor3,1321.52
2022-12-27T19:18:33Z,sensor3,38833.56
2022-12-15T14:33:57Z,sensor2,77859.04
2023-06-13T15:11:40Z,sensor4,17658.83
2022-10-27T17:03:26Z,sensor5,60234.11
2023-04-09T21:03:24Z,sensor3,41208.79
2022-11-16T02:29:12Z,sensor3,98067.99
2023-08-11T06:04:03Z,sensor1,69075.12
2023-07-20T17:55:10Z,sensor5,26218.96
2023-01-05T09:36:14Z,sensor5,33333.1
2023-07-09T21:05:37Z,sensor3,72669.26
2023-03-02T13:11:14Z,sensor3,37892.94
2023-07-09T22:19:51Z,sensor2,93270.39
2023-07-02T05:39:45Z,sensor4,83681.92
2023-09-15T12:22:49Z,sensor5,92765.22
2023-09-13T21:36:34Z,sensor4,42744.08
2022-12-29T18:02:10Z,sensor5,42369.16
2023-03-26T06:49:04Z,sensor2,22638.12
2023-03-29T17:56:14Z,sensor3,3630.05
2023-04-17T11:12:46Z,sensor3,69823.33
2023-09-12T03:05:36Z,sensor4,13568.44
2023-03-29T23:16:10Z,sensor3,2009.65
2023-08-24T10:19:32Z,sensor2,39778.2
2023-03-20T19:34:03Z,sensor3,53915.5
2023-08-28T23:48:42Z,sensor3,21564.5
2023-01-11T22:43:02Z,sensor2,55819.61
2023-08-08T10:35:26Z,sensor1,4295.95
2023-04-24T10:38:33Z,sensor5,20676.5
2023-03-25T11:42:26Z,sensor5,13003.88
2022-11-05T22:53:48Z,sensor1,51919.06
2023-08-01T06:12:35Z,sensor5,63862.28
2022-11-12T07:49:30Z,sensor2,38034.64
2023-03-24T00:59:05Z,sensor3,79430.42
2023-04-04T02:24:54Z,sensor4,74993.41
2023-04-02T03:56:04Z,sensor2,49.95
2023-08-07T13:53:11Z,sensor5,7841.89
2023-01-08T09:27:46Z,sensor3,75982.55
2022-12-23T19:25:44Z,sensor4,14395.75
2022-10-10T07:57:41Z,sensor1,82771.15
2023-01-14T23:38:02Z,sensor5,59038.27
2023-02-12T21:26:47Z,sensor1,37902.29
2022-11-24T16:37:26Z,sensor5,77824.81
2022-11-16T02:33:37Z,sensor2,38998.16
2023-02-25T06:09:04Z,sensor3,90991.93
2022-11-23T00:42:00Z,sensor3,87308.04
2022-11-19T05:13:44Z,sensor4,76058.25
2023-05-30T15:15:10Z,sensor3,74669.11
2023-01-11T02:39:30Z,sensor5,73119.25
2023-03-09T11:46:29Z,sensor3,48178.64
2022-11-14T07:49:10Z,sensor2,81679.01
2023-08-05T06:42:28Z,sensor1,85017.58
2023-04-09T10:12:14Z,sensor1,2243.96
2023-01-21T09:50:05Z,sensor2,61873.44
2023-01-27T15:47:28Z,sensor5,33794.04
2022-12-14T02:43:57Z,sensor1,79918.99
2023-05-15T05:03:34Z,sensor3,54582.56
2022-12-18T19:48:47Z,sensor3,47418.06
2023-05-31T06:32:09Z,sensor4,37165.34
2023-05-31T12:45:24Z,sensor4,2483.08
2023-06-29T21:10:50Z,sensor2,39018.39
2023-02-20T13:52:00Z,sensor1,82137.03
2023-02-25T10:19:51Z,sensor4,63550.6
2023-07-23T23:07:30Z,sensor2,62993.86
2022-10-08T23:59:11Z,sensor4,94188.13
2023-07-09T18:46:47Z,sensor5,15191.81
2023-01-25T04:21:06Z,sensor2,90952.06
2023-04-08T04:16:42Z,sensor4,8979.25
2023-07-02T22:47:55Z,sensor1,78068.27
2023-01-06T03:43:53Z,sensor3,31349.87
2023-02-06T20:51:03Z,sensor2,81315.27
2023-06-18T11:26:58Z,sensor4,94223.29
2023-05-30T14:01:27Z,sensor2,9747.84
2023-08-18T13:40:41Z,sensor2,94038.35
2023-08-25T22:25:47Z,sensor4,1583.65
2022-12-20T08:38:56Z,sensor1,28902.06
2023-02-20T18:44:07Z,sensor2,37187.46
2023-08-25T20:19:55Z,sensor1,98111.72
2023-08-06T23:40:27Z,sensor3,59279.42
2022-12-04T23:05:54Z,sensor3,26366.99
2023-01-11T17:14:06Z,sensor3,33099.93
2022-09-29T00:21:37Z,sensor5,37109.59
2023-04-02T15:47:54Z,sensor3,20865.28
2023-04-18T12:27:02Z,sensor4,14832.24
2023-04-05T20:16:50Z,sensor1,88144.63
2022-11-06T20:21:28Z,sensor2,96049.41
2023-03-28T15:01:54Z,sensor1,71891.74
2023-07-07T08:03:54Z,sensor5,13692.21
2022-11-17T02:59:24Z,sensor4,27687.17
2023-06-17T11:55:40Z,sensor4,29206.03
2023-04-08T18:21:24Z,sensor5,63085.81
2022-09-29T23:26:22Z,sensor3,40120.05
2023-07-20T09:21:11Z,sensor2,56047.6
2023-05-16T05:57:33Z,sensor4,75559.26
2023-08-02T04:00:33Z,sensor5,24254.27
2023-08-23T14:02:11Z,sensor1,20679.56
2022-10-31T23:02:25Z,sensor5,97766.37
2023-02-24T21:02:34Z,sensor2,19988.74
2023-05-24T08:21:24Z,sensor2,93490.38
2023-03-11T12:18:36Z,sensor4,68232.84
2023-04-02T20:52:47Z,sensor3,47239.44
2023-01-09T03:44:34Z,sensor4,2773.43
2023-08-05T13:33:55Z,sensor2,36289.43
2023-01-16T11:51:02Z,sensor5,63457.48
2022-10-12T04:36:26Z,sensor4,50827.87
2022-12-29T03:16:25Z,sensor5,29885.93
2023-03-17T17:45:42Z,sensor5,16679.84
2023-09-05T13:26:55Z,sensor4,71456.72
2023-03-24T17:18:36Z,sensor5,72073.89
2023-08-04T19:46:55Z,sensor3,79692.21
2023-05-20T23:01:59Z,sensor4,817.28
2023-04-07T06:09:01Z,sensor2,65427.83
2023-02-02T22:45:47Z,sensor1,54750.19
2023-08-24T16:43:26Z,sensor5,96519.3
2023-03-19T09:58:25Z,sensor4,94810.44
2022-12-25T08:50:02Z,sensor2,28665.85
2023-03-21T03:03:49Z,sensor5,10987.56
2023-06-12T03:54:56Z,sensor1,83081.46
2023-04-29T11:06:32Z,sensor4,51614
2023-01-23T18:28:46Z,sensor1,67814.01
2022-12-10T11:49:11Z,sensor5,85721.94
2023-04-01T01:56:57Z,sensor4,24725.68
2023-04-21T20:01:37Z,sensor2,10172.17
2023-07-27T16:27:05Z,sensor5,20283.35
2023-04-06T00:58:55Z,sensor1,47160.36
2022-11-30T03:53:45Z,sensor2,6755.69
2023-03-23T06:16:31Z,sensor2,93896.75
2023-09-02T09:06:13Z,sensor3,73305.28
2023-07-16T02:04:29Z,sensor1,57487.81
2023-09-17T08:44:53Z,sensor2,93573.21
2023-07-24T04:03:03Z,sensor4,67781.21
2022-11-09T21:46:30Z,sensor1,2947.51
2023-05-31T10:53:00Z,sensor5,8943.6
2023-03-19T09:10:20Z,sensor3,68167.72
2023-05-17T14:35:07Z,sensor4,10761.09
2022-12-24T07:37:38Z,sensor4,8389.62
2022-12-10T15:36:06Z,sensor1,11740.78
2023-07-14T13:34:24Z,sensor1,41923.78
2023-06-12T19:23:34Z,sensor3,60623.34
2023-06-27T11:54:15Z,sensor5,55415.88
2023-05-04T19:19:38Z,sensor2,38603.18
2023-03-20T09:53:49Z,sensor5,39488.82
2022-12-19T15:42:34Z,sensor5,77784.05
2022-09-28T15:39:07Z,sensor1,94865.74
2022-11-19T22:33:16Z,sensor1,35473.14
2023-06-08T15:28:46Z,sensor4,46379.63
2023-05-03T17:11:00Z,sensor4,40228.26
2022-11-28T13:16:09Z,sensor1,29875.13
2022-10-25T14:32:38Z,sensor4,29595.97
2023-02-22T06:33:25Z,sensor4,84121.26
2022-12-11T03:38:43Z,sensor5,88397.63
2023-07-05T16:48:27Z,sensor5,63949.26
2023-06-07T21:34:33Z,sensor4,75754.16
2023-03-20T10:11:52Z,sensor1,70942.28
2023-03-22T04:36:43Z,sensor4,63130.61
2022-12-16T03:05:09Z,sensor3,74342.6
2023-05-09T16:58:37Z,sensor2,57886.38
2022-10-02T09:44:34Z,sensor3,7315.86
2023-04-28T18:36:42Z,sensor4,88088.48
2022-10-27T22:12:36Z,sensor5,6094.32
2023-07-30T16:52:49Z,sensor1,89487.79
2023-03-04T01:37:39Z,sensor4,62208.95
2022-09-30T13:32:02Z,sensor2,75556.45
2023-08-09T07:57:42Z,sensor1,17609.72
2023-09-01T05:40:34Z,sensor2,79524.81
2022-11-08T20:05:07Z,sensor2,35622.26
2023-09-08T09:01:57Z,sensor5,11023.53
2023-03-23T07:11:39Z,sensor2,40451.19
2022-12-22T15:53:16Z,sensor5,94778.19
2023-01-08T03:08:18Z,sensor1,51016.78
2022-11-27T04:01:28Z,sensor2,95197.24
2023-08-04T03:42:46Z,sensor1,11058.57
2022-11-26T19:14:48Z,sensor5,19656.49
2023-06-03T16:06:52Z,sensor1,75046.71
2022-10-20T05:51:16Z,sensor3,29730.98
2023-03-21T19:56:30Z,sensor5,25825.21
2022-10-13T01:30:02Z,sensor1,72254.38
2022-12-05T05:32:07Z,sensor2,34733.84
2023-05-30T13:28:02Z,sensor3,94864.3
2023-04-19T04:11:13Z,sensor4,75655.69
2023-04-08T08:23:57Z,sensor4,27792.36
2023-05-13T01:35:11Z,sensor2,60381.94
2023-02-10T21:29:13Z,sensor4,83532.9
2022-11-16T21:56:00Z,sensor4,11708.74
2022-09-28T18:34:53Z,sensor1,38645.56
2023-08-11T06:08:34Z,sensor5,57740.38
2022-10-27T06:43:42Z,sensor5,95613.43
2023-07-02T20:10:33Z,sensor5,4428.53
2023-08-09T14:42:46Z,sensor4,81390.29
2022-11-26T14:59:40Z,sensor1,7428.83
2023-06-04T22:11:51Z,sensor3,1831.67
2023-08-22T11:04:37Z,sensor1,59028.03
2023-01-02T00:02:47Z,sensor1,71111.23
2023-03-07T15:24:37Z,sensor5,87062.47
2022-12-19T08:00:34Z,sensor3,19501.66
2022-10-01T20:49:26Z,sensor4,84072.16
2023-09-17T20:34:07Z,sensor4,62403.6
2023-08-18T09:40:39Z,sensor1,36486.38
2022-10-10T23:25:40Z,sensor3,83828.27
2022-10-18T18:09:25Z,sensor3,90881.28
2023-04-08T18:38:33Z,sensor2,60963.62
2022-10-21T08:20:34Z,sensor3,97550.7
2023-02-18T21:39:39Z,sensor4,47368.55
2023-01-11T06:57:21Z,sensor3,41402.93
2023-07-16T00:30:58Z,sensor3,1310.93
2023-01-23T02:18:05Z,sensor4,87219.98
2023-08-15T06:43:42Z,sensor1,70544.89
2022-09-23T04:55:00Z,sensor3,82483.01
2023-08-28T09:08:08Z,sensor2,27271.56
2022-09-25T18:19:36Z,sensor3,97079.98
2022-10-24T23:45:25Z,sensor3,36251.18
2023-03-09T11:11:57Z,sensor5,55233.67
2023-03-18T08:37:49Z,sensor1,80804.69
2023-02-04T17:40:01Z,sensor4,89283.48
2022-11-16T20:32:45Z,sensor1,2212.8
2022-11-28T15:44:58Z,sensor5,83343.38
2022-11-17T00:00:31Z,sensor1,13679.61
2022-11-01T12:48:47Z,sensor1,76226.4
2022-12-02T05:21:03Z,sensor5,73607.9
2022-12-14T10:18:14Z,sensor2,74351.79
2023-05-10T10:25:04Z,sensor4,27951.26
2022-10-24T03:20:51Z,sensor3,51061.28
2022-11-29T13:34:47Z,sensor4,42304.13
2023-04-10T23:54:31Z,sensor4,97267.78
2023-06-20T18:53:36Z,sensor4,58858.73
2022-10-18T02:41:05Z,sensor3,62200.2
2023-04-06T02:46:46Z,sensor1,79018.11
2023-04-26T17:14:19Z,sensor3,69096.12
2023-01-01T07:24:01Z,sensor1,46261.47
2023-03-11T20:10:41Z,sensor2,34335.82
2023-04-16T00:18:30Z,sensor5,13183.07
2023-02-21T07:04:26Z,sensor2,31620.77
2023-04-13T01:59:50Z,sensor5,22418.74
2023-06-07T23:30:38Z,sensor3,73480.26
2023-05-28T15:33:36Z,sensor4,96152.65
2023-01-30T01:58:18Z,sensor3,34257.38
2023-08-08T17:29:29Z,sensor2,99613.05
2023-09-08T13:24:34Z,sensor5,850.76
2023-06-11T01:08:01Z,sensor3,26777.99
2023-07-26T03:43:51Z,sensor1,32761.2
2023-05-25T19:55:36Z,sensor1,36197.12
2023-02-04T14:26:49Z,sensor5,65782.07
2023-05-25T22:07:00Z,sensor1,89760.14
2023-09-12T03:38:23Z,sensor3,62138.47
2023-04-03T19:25:57Z,sensor5,42334.02
2023-06-26T19:31:18Z,sensor4,44961.81
2023-07-30T18:30:54Z,sensor4,55168.17
2023-05-31T23:45:58Z,sensor1,41491.83
2022-09-23T09:12:12Z,sensor1,46152.24
2023-09-02T12:39:03Z,sensor2,1839.87
2022-10-20T04:15:28Z,sensor2,86027.18
2022-11-09T22:05:17Z,sensor3,78160.13
2023-01-07T08:10:59Z,sensor4,12326.68
2022-11-08T09:30:19Z,sensor3,72894.41
2022-10-21T19:57:45Z,sensor2,87984.61
2023-03-08T03:58:32Z,sensor4,91444.14
2023-02-12T17:24:35Z,sensor4,24939.62
2023-02-27T01:52:54Z,sensor2,12902.36
2023-07-23T09:21:46Z,sensor2,68500.44
2023-05-19T08:43:55Z,sensor5,79714.83
2023-08-01T18:45:40Z,sensor1,70125.51
2022-11-05T10:59:54Z,sensor3,16084.01
2023-06-08T17:52:14Z,sensor1,29204.47
2023-02-05T01:05:11Z,sensor2,63761.56
2023-04-24T20:30:53Z,sensor3,36695.19
2023-08-02T20:49:04Z,sensor4,88105.8
2023-06-20T00:20:58Z,sensor4,88744.45
2023-01-16T10:03:19Z,sensor5,75074.33
2023-04-07T00:28:38Z,sensor3,82712.99
2022-11-02T14:11:00Z,sensor5,95025.63
2023-02-21T01:05:10Z,sensor2,36462.85
2023-07-08T22:44:45Z,sensor4,39575.32
2023-01-09T10:19:38Z,sensor4,97749.21
2023-02-15T21:15:21Z,sensor5,73062.08
2022-11-24T22:05:20Z,sensor2,49083.52
2023-07-09T21:55:25Z,sensor5,59333.88
2023-01-06T12:14:32Z,sensor4,70265.12
2023-07-04T12:13:11Z,sensor1,89288.16
2023-01-31T18:03:38Z,sensor5,17197.04
2022-10-16T14:29:35Z,sensor5,87342.98
2023-07-30T00:44:44Z,sensor3,85746.05
2023-06-09T23:47:22Z,sensor4,34004.48
2022-10-01T07:25:30Z,sensor3,32662.81
2023-03-24T11:13:37Z,sensor2,21206.95
2022-12-12T09:24:45Z,sensor3,56226.91
2023-07-12T05:03:20Z,sensor2,22385.46
2023-04-06T01:17:18Z,sensor3,90900.22
2023-06-14T04:26:55Z,sensor1,33839.34
2023-05-07T12:48:36Z,sensor3,16652.49
2023-04-20T20:18:37Z,sensor2,22404.86
2023-04-28T11:23:08Z,sensor5,4998.49
2023-03-18T05:34:21Z,sensor1,87833.38
2023-04-01T05:44:34Z,sensor1,49674.2
2023-03-03T20:46:48Z,sensor5,63881.54
2023-04-11T21:33:34Z,sensor2,22880.41
2022-11-30T19:21:59Z,sensor4,67278.54
2023-08-20T12:17:34Z,sensor5,18886.53
